zip_code,latitude,longitude,city,state,county,active
16254,41.2475,-79.4332,Shippenville,PA,Clarion County,True
16255,41.1139,-79.4805,Sligo,PA,Clarion County,True
16256,40.8372,-79.1614,Smicksburg,PA,Indiana County,True
16257,41.3328,-79.3556,Snydersburg,PA,Clarion County,True
16258,41.1955,-79.3082,Strattanville,PA,Clarion County,True
16259,40.9419,-79.4499,Templeton,PA,Armstrong County,True
16260,41.3957,-79.2266,Vowinckel,PA,Clarion County,True
16261,40.9612,-79.4673,Widnoon,PA,Armstrong County,True
16262,40.8378,-79.6298,Worthington,PA,Armstrong County,True
16263,40.8001,-79.3342,Yatesboro,PA,Armstrong County,True
16301,41.4319,-79.6916,Oil City,PA,Venango County,True
16311,41.4815,-80.0203,Carlton,PA,Mercer County,True
16312,41.9358,-79.3097,Chandlers Valley,PA,Warren County,True
16313,41.7302,-79.1719,Clarendon,PA,Warren County,True
16314,41.5205,-80.0573,Cochranton,PA,Crawford County,True
16316,41.6189,-80.3086,Conneaut Lake,PA,Crawford County,True
16317,41.498,-79.8757,Cooperstown,PA,Venango County,True
16319,41.3197,-79.6317,Cranberry,PA,Venango County,True
16321,41.584,-79.4017,East Hickory,PA,Forest County,True
16322,41.5895,-79.385,Endeavor,PA,Forest County,True
16323,41.4048,-79.8309,Franklin,PA,Venango County,True
16326,41.3717,-79.4134,Fryburg,PA,Clarion County,True
16327,41.6333,-79.9714,Guys Mills,PA,Crawford County,True
16328,41.6526,-79.727,Hydetown,PA,Crawford County,True
16329,41.8117,-79.2643,Irvine,PA,Warren County,True
16331,41.2926,-79.5655,Kossuth,PA,Clarion County,True
16332,41.3789,-79.3715,Lickingville,PA,Clarion County,True
16333,41.7284,-78.9434,Ludlow,PA,McKean County,True
16334,41.3261,-79.4459,Marble,PA,Clarion County,True
16335,41.6338,-80.1488,Meadville,PA,Crawford County,True
16340,41.8366,-79.4196,Pittsfield,PA,Warren County,True
16341,41.5867,-79.5685,Pleasantville,PA,Venango County,True
16342,41.3583,-79.9346,Polk,PA,Venango County,True
16343,41.411,-79.7493,Reno,PA,Venango County,True
16344,41.4717,-79.6881,Rouseville,PA,Venango County,True
16345,41.9461,-79.1271,Russell,PA,Warren County,True
16346,41.3744,-79.6759,Seneca,PA,Venango County,True
16347,41.7005,-79.0348,Sheffield,PA,Warren County,True
16350,41.9475,-79.3186,Sugar Grove,PA,Warren County,True
16351,41.703,-79.3752,Tidioute,PA,Warren County,True
16352,41.7434,-79.0528,Tiona,PA,Warren County,True
16353,41.5116,-79.3663,Tionesta,PA,Forest County,True
16354,41.6382,-79.6855,Titusville,PA,Crawford County,True
16360,41.6856,-79.8767,Townville,PA,Crawford County,True
16361,41.3848,-79.3223,Tylersburg,PA,Clarion County,True
16362,41.4798,-79.9403,Utica,PA,Venango County,True
16364,41.3761,-79.5048,Venus,PA,Venango County,True
16365,41.8436,-79.1726,Warren,PA,Warren County,True
16366,41.8439,-79.145,Warren,PA,Warren County,True
16367,41.8439,-79.145,Warren,PA,Warren County,True
16368,41.8117,-79.2643,Warren,PA,Warren County,True
16369,41.8117,-79.2643,Warren,PA,Warren County,True
16370,41.5687,-79.4081,West Hickory,PA,Forest County,True
16371,41.8537,-79.3187,Youngsville,PA,Warren County,True
16372,41.2002,-79.8734,Clintonville,PA,Venango County,True
16373,41.2028,-79.747,Emlenton,PA,Venango County,True
16374,41.2848,-79.7393,Kennerdell,PA,Venango County,True
16375,41.2226,-79.6339,Lamartine,PA,Clarion County,True
16388,41.6596,-80.1576,Meadville,PA,Crawford County,True
16401,41.8947,-80.3111,Albion,PA,Erie County,True
16402,41.9701,-79.4614,Bear Lake,PA,Warren County,True
16403,41.8034,-80.0594,Cambridge Springs,PA,Crawford County,True
16404,41.7243,-79.79,Centerville,PA,Crawford County,True
16405,41.9382,-79.5731,Columbus,PA,Warren County,True
16406,41.7455,-80.3445,Conneautville,PA,Crawford County,True
16407,41.9226,-79.6567,Corry,PA,Erie County,True
16410,41.9162,-80.3085,Cranesville,PA,Erie County,True
16411,41.9794,-80.4303,East Springfield,PA,Erie County,True
16412,41.8756,-80.1356,Edinboro,PA,Erie County,True
16413,41.9031,-79.7437,Elgin,PA,Erie County,True
16415,42.0407,-80.2395,Fairview,PA,Erie County,True
16416,41.8188,-79.4463,Garland,PA,Warren County,True
16417,41.9896,-80.3178,Girard,PA,Erie County,True
16420,41.6963,-79.5473,Grand Valley,PA,Warren County,True
16421,42.1767,-79.9416,Harborcreek,PA,Erie County,True
16422,41.6609,-80.3178,Harmonsburg,PA,Crawford County,True
16423,42.0204,-80.3388,Lake City,PA,Erie County,True
16424,41.6244,-80.4523,Linesville,PA,Crawford County,True
16426,41.9776,-80.1371,Mc Kean,PA,Erie County,True
16427,41.8773,-79.9692,Mill Village,PA,Erie County,True
16428,42.2008,-79.8332,North East,PA,Erie County,True
16430,41.9999,-80.4258,North Springfield,PA,Erie County,True
16432,41.7776,-79.8028,Riceville,PA,Crawford County,True
16433,41.7268,-80.1479,Saegertown,PA,Crawford County,True
16434,41.7936,-79.6849,Spartansburg,PA,Crawford County,True
16435,41.8113,-80.3753,Springboro,PA,Crawford County,True
16436,41.92,-79.4482,Spring Creek,PA,Warren County,True
16438,41.8939,-79.8455,Union City,PA,Erie County,True
16440,41.764,-80.0982,Venango,PA,Crawford County,True
16441,41.9603,-79.9996,Waterford,PA,Erie County,True
16442,42.0391,-79.8363,Wattsburg,PA,Erie County,True
16443,41.9465,-80.465,West Springfield,PA,Erie County,True
16444,41.8707,-80.1218,Edinboro,PA,Erie County,True
16475,41.8906,-80.3665,Albion,PA,Erie County,True
16501,42.126,-80.086,Erie,PA,Erie County,True
16502,42.1133,-80.0976,Erie,PA,Erie County,True
16503,42.1265,-80.064,Erie,PA,Erie County,True
16504,42.1108,-80.0521,Erie,PA,Erie County,True
16505,42.1109,-80.1534,Erie,PA,Erie County,True
16506,42.0738,-80.1484,Erie,PA,Erie County,True
16507,42.1316,-80.0864,Erie,PA,Erie County,True
16508,42.0976,-80.0935,Erie,PA,Erie County,True
16509,42.0763,-80.0668,Erie,PA,Erie County,True
16510,42.1087,-79.9535,Erie,PA,Erie County,True
16511,42.1553,-80.0177,Erie,PA,Erie County,True
16512,42.1292,-80.0851,Erie,PA,Erie County,True
16514,42.1827,-80.0649,Erie,PA,Erie County,True
16515,42.1827,-80.0649,Erie,PA,Erie County,True
16522,42.1292,-80.0851,Erie,PA,Erie County,True
16530,42.1292,-80.0851,Erie,PA,Erie County,True
16531,42.1827,-80.0649,Erie,PA,Erie County,True
16532,42.11,-80.02,Erie,PA,Erie County,False
16533,42.11,-80.02,Erie,PA,Erie County,False
16534,42.1292,-80.0851,Erie,PA,Erie County,True
16538,42.1292,-80.0851,Erie,PA,Erie County,True
16541,42.1292,-80.0851,Erie,PA,Erie County,True
16544,42.1827,-80.0649,Erie,PA,Erie County,True
16546,42.1827,-80.0649,Erie,PA,Erie County,True
16550,42.1292,-80.0851,Erie,PA,Erie County,True
16553,42.1292,-80.0851,Erie,PA,Erie County,True
16554,42.11,-80.02,Erie,PA,Erie County,False
16563,42.1192,-79.9865,Erie,PA,Erie County,True
16565,42.1827,-80.0649,Erie,PA,Erie County,True
16601,40.5209,-78.4089,Altoona,PA,Blair County,True
16602,40.5052,-78.3905,Altoona,PA,Blair County,True
16603,40.5018,-78.41,Altoona,PA,Blair County,True
16611,40.5485,-78.0951,Alexandria,PA,Huntingdon County,True
16613,40.5513,-78.5346,Ashville,PA,Cambria County,True
16616,40.7683,-78.4455,Beccaria,PA,Clearfield County,True
16617,40.6039,-78.3372,Bellwood,PA,Blair County,True
16619,40.6847,-78.4137,Blandburg,PA,Cambria County,True
16620,40.8387,-78.3526,Brisbin,PA,Clearfield County,True
16621,40.2019,-78.1406,Broad Top,PA,Huntingdon County,True
16622,40.3367,-78.0272,Calvin,PA,Huntingdon County,True
16623,40.294,-78.0272,Cassville,PA,Huntingdon County,True
16624,40.5702,-78.5991,Chest Springs,PA,Cambria County,True
16625,40.2821,-78.5083,Claysburg,PA,Blair County,True
16627,40.7503,-78.5352,Coalport,PA,Clearfield County,True
16629,40.5218,-78.5263,Coupon,PA,Cambria County,True
16630,40.4608,-78.5861,Cresson,PA,Cambria County,True
16631,40.2759,-78.3383,Curryville,PA,Blair County,True
16633,40.1601,-78.2346,Defiance,PA,Bedford County,True
16634,40.2054,-78.1814,Dudley,PA,Huntingdon County,True
16635,40.4262,-78.4383,Duncansville,PA,Blair County,True
16636,40.6088,-78.5271,Dysart,PA,Cambria County,True
16637,40.3282,-78.4475,East Freedom,PA,Blair County,True
16638,40.334,-78.1989,Entriken,PA,Huntingdon County,True
16639,40.6867,-78.4992,Fallentimber,PA,Cambria County,True
16640,40.6876,-78.5523,Flinton,PA,Cambria County,True
16641,40.4823,-78.5517,Gallitzin,PA,Cambria County,True
16644,40.7178,-78.4637,Glasgow,PA,Cambria County,True
16645,40.7984,-78.4999,Glen Hope,PA,Clearfield County,True
16646,40.6659,-78.7029,Hastings,PA,Cambria County,True
16647,40.4121,-78.1281,Hesston,PA,Huntingdon County,True
16648,40.4387,-78.3686,Hollidaysburg,PA,Blair County,True
16650,40.1192,-78.3129,Hopewell,PA,Bedford County,True
16651,40.8305,-78.3618,Houtzdale,PA,Clearfield County,True
16652,40.5023,-78.005,Huntingdon,PA,Huntingdon County,True
16654,40.4848,-78.0103,Huntingdon,PA,Huntingdon County,True
16655,40.2067,-78.5228,Imler,PA,Bedford County,True
16656,40.8017,-78.5602,Irvona,PA,Clearfield County,True
16657,40.3424,-78.1726,James Creek,PA,Huntingdon County,True
16659,40.1609,-78.375,Loysburg,PA,Bedford County,True
16660,40.4547,-78.0835,Mc Connellstown,PA,Huntingdon County,True
16661,40.8271,-78.4275,Madera,PA,Clearfield County,True
16662,40.2951,-78.3244,Martinsburg,PA,Blair County,True
16663,40.7864,-78.367,Morann,PA,Clearfield County,True
16664,40.2,-78.4259,New Enterprise,PA,Bedford County,True
16665,40.3937,-78.4356,Newry,PA,Blair County,True
16666,40.8722,-78.2757,Osceola Mills,PA,Clearfield County,True
16667,40.1695,-78.5203,Osterburg,PA,Bedford County,True
16668,40.623,-78.635,Patton,PA,Cambria County,True
16669,40.603,-77.9984,Petersburg,PA,Huntingdon County,True
16670,40.2592,-78.5075,Queen,PA,Bedford County,True
16671,40.8015,-78.3998,Ramey,PA,Clearfield County,True
16672,40.162,-78.2545,Riddlesburg,PA,Bedford County,True
16673,40.3277,-78.3928,Roaring Spring,PA,Blair County,True
16674,40.1787,-78.1117,Robertsdale,PA,Huntingdon County,True
16675,40.6712,-78.6755,Saint Boniface,PA,Cambria County,True
16677,40.8136,-78.239,Sandy Ridge,PA,Centre County,True
16678,40.2233,-78.2471,Saxton,PA,Bedford County,True
16679,40.1608,-78.1937,Six Mile Run,PA,Bedford County,True
16680,40.7586,-78.3989,Smithmill,PA,Clearfield County,True
16681,40.8016,-78.4273,Smokerun,PA,Clearfield County,True
16682,40.2711,-78.4588,Sproul,PA,Blair County,True
16683,40.6218,-78.1361,Spruce Creek,PA,Huntingdon County,True
16684,40.6367,-78.3036,Tipton,PA,Blair County,True
16685,40.271,-78.0772,Todd,PA,Huntingdon County,True
16686,40.6619,-78.2419,Tyrone,PA,Blair County,True
16689,40.1276,-78.0628,Waterfall,PA,Fulton County,True
16691,40.101,-78.1403,Wells Tannery,PA,Fulton County,True
16692,40.7615,-78.7355,Westover,PA,Clearfield County,True
16693,40.4025,-78.2558,Williamsburg,PA,Blair County,True
16694,40.166,-78.1381,Wood,PA,Huntingdon County,True
16695,40.2185,-78.3666,Woodbury,PA,Bedford County,True
16698,40.8251,-78.3511,Houtzdale,PA,Clearfield County,True
16699,40.4845,-78.7022,Cresson,PA,Cambria County,True
16701,41.9547,-78.654,Bradford,PA,McKean County,True
16720,41.6296,-78.0908,Austin,PA,Potter County,True
16724,41.7451,-78.3903,Crosby,PA,McKean County,True
16725,41.9059,-78.6517,Custer City,PA,McKean County,True
16726,41.8186,-78.5957,Cyclone,PA,McKean County,True
16727,41.9726,-78.5626,Derrick City,PA,McKean County,True
16728,41.5748,-78.9114,De Young,PA,Elk County,True
16729,41.954,-78.4923,Duke Center,PA,McKean County,True
16730,41.8087,-78.4195,East Smethport,PA,McKean County,True
16731,41.9489,-78.3884,Eldred,PA,McKean County,True
16732,41.8581,-78.5964,Gifford,PA,McKean County,True
16733,41.7059,-78.5825,Hazel Hurst,PA,McKean County,True
16734,41.6192,-78.8394,James City,PA,Elk County,True
16735,41.6619,-78.7978,Kane,PA,McKean County,True
16738,41.8211,-78.6805,Lewis Run,PA,McKean County,True
16740,41.7247,-78.6446,Mount Jewett,PA,McKean County,True
16743,41.8169,-78.2799,Port Allegany,PA,McKean County,True
16744,41.9015,-78.5392,Rew,PA,McKean County,True
16745,41.9262,-78.4942,Rixford,PA,McKean County,True
16746,41.7738,-78.1538,Roulette,PA,Potter County,True
16748,41.9572,-78.1906,Shinglehouse,PA,Potter County,True
16749,41.8021,-78.4702,Smethport,PA,McKean County,True
16750,41.8847,-78.3308,Turtlepoint,PA,McKean County,True
16801,40.7925,-77.8523,State College,PA,Centre County,True
16802,40.7997,-77.8623,University Park,PA,Centre County,True
16803,40.8082,-77.8926,State College,PA,Centre County,True
16804,40.7934,-77.86,State College,PA,Centre County,True
16805,40.7934,-77.86,State College,PA,Centre County,True
16820,40.8987,-77.4562,Aaronsburg,PA,Centre County,True
16821,40.967,-78.2014,Allport,PA,Clearfield County,True
16822,41.0845,-77.5851,Beech Creek,PA,Clinton County,True
16823,40.8978,-77.7732,Bellefonte,PA,Centre County,True
16825,40.9848,-78.3064,Bigler,PA,Clearfield County,True
16826,41.0642,-77.5978,Blanchard,PA,Centre County,True
16827,40.7793,-77.7822,Boalsburg,PA,Centre County,True
16828,40.8254,-77.6742,Centre Hall,PA,Centre County,True
16829,41.0585,-77.9312,Clarence,PA,Centre County,True
16830,41.021,-78.4435,Clearfield,PA,Clearfield County,True
16832,40.8383,-77.4509,Coburn,PA,Centre County,True
16833,40.966,-78.5272,Curwensville,PA,Clearfield County,True
16834,41.0242,-78.1083,Drifting,PA,Clearfield County,True
16835,40.9046,-77.8752,Fleming,PA,Centre County,True
16836,41.1038,-78.2345,Frenchville,PA,Clearfield County,True
16837,40.9458,-78.475,Glen Richey,PA,Clearfield County,True
16838,40.9818,-78.5949,Grampian,PA,Clearfield County,True
16839,41.0036,-78.1104,Grassflat,PA,Clearfield County,True
16840,40.923,-78.2037,Hawk Run,PA,Clearfield County,True
16841,41.0203,-77.6702,Howard,PA,Centre County,True
16843,41.003,-78.4642,Hyde,PA,Clearfield County,True
16844,40.8917,-77.9332,Julian,PA,Centre County,True
16845,41.1136,-78.0875,Karthaus,PA,Clearfield County,True
16847,40.9934,-78.1672,Kylertown,PA,Clearfield County,True
16848,41.0162,-77.5311,Lamar,PA,Clinton County,True
16849,40.9605,-78.1144,Lanse,PA,Clearfield County,True
16850,41.0831,-78.2833,Lecontes Mills,PA,Clearfield County,True
16851,40.8082,-77.8125,Lemont,PA,Centre County,True
16852,40.9334,-77.495,Madisonburg,PA,Centre County,True
16853,40.9417,-77.785,Milesburg,PA,Centre County,True
16854,40.8935,-77.4733,Millheim,PA,Centre County,True
16855,40.9981,-78.3636,Mineral Springs,PA,Clearfield County,True
16856,40.9299,-77.6389,Mingoville,PA,Centre County,True
16858,41.0001,-78.2357,Morrisdale,PA,Clearfield County,True
16859,41.0342,-78.0095,Moshannon,PA,Centre County,True
16860,40.9468,-78.1718,Munson,PA,Clearfield County,True
16861,40.8652,-78.5237,New Millport,PA,Clearfield County,True
16863,40.9056,-78.5001,Olanta,PA,Clearfield County,True
16864,40.9722,-77.7602,Orviston,PA,Centre County,True
16865,40.71,-77.996,Pennsylvania Furnace,PA,Centre County,True
16866,40.8863,-78.219,Philipsburg,PA,Centre County,True
16868,40.7337,-77.8856,Pine Grove Mills,PA,Centre County,True
16870,40.8018,-78.0788,Port Matilda,PA,Centre County,True
16871,41.1868,-78.0341,Pottersdale,PA,Clearfield County,True
16872,40.9549,-77.4053,Rebersburg,PA,Centre County,True
16873,41.0692,-78.3581,Shawville,PA,Clearfield County,True
16874,41.0376,-77.9523,Snow Shoe,PA,Centre County,True
16875,40.8578,-77.574,Spring Mills,PA,Centre County,True
16876,40.9616,-78.2926,Wallaceton,PA,Clearfield County,True
16877,40.7414,-78.0775,Warriors Mark,PA,Huntingdon County,True
16878,40.9493,-78.3129,West Decatur,PA,Clearfield County,True
16879,40.9696,-78.1508,Winburne,PA,Clearfield County,True
16881,41.0098,-78.3214,Woodland,PA,Clearfield County,True
16882,40.9116,-77.3483,Woodward,PA,Centre County,True
16901,41.7373,-77.308,Wellsboro,PA,Tioga County,True
16910,41.7051,-76.8283,Alba,PA,Bradford County,True
16911,41.6626,-77.123,Arnot,PA,Tioga County,True
16912,41.6698,-77.0797,Blossburg,PA,Tioga County,True
16914,41.8638,-76.7825,Columbia Cross Roads,PA,Bradford County,True
16915,41.7762,-77.9567,Coudersport,PA,Potter County,True
16917,41.7448,-77.0772,Covington,PA,Tioga County,True
16918,41.93,-77.49,Cowanesque,PA,Tioga County,False
16920,41.9882,-77.3134,Elkland,PA,Tioga County,True
16921,41.7471,-77.568,Gaines,PA,Tioga County,True
16922,41.723,-77.6548,Galeton,PA,Potter County,True
16923,41.9401,-77.8725,Genesee,PA,Potter County,True
16925,41.9568,-76.7713,Gillett,PA,Bradford County,True
16926,41.6973,-76.7218,Granville Summit,PA,Bradford County,True
16927,41.9587,-77.6587,Harrison Valley,PA,Potter County,True
16928,41.9596,-77.4357,Knoxville,PA,Tioga County,True
16929,41.9783,-77.1136,Lawrenceville,PA,Tioga County,True
16930,41.5656,-77.1195,Liberty,PA,Tioga County,True
16932,41.784,-76.9983,Mainesburg,PA,Tioga County,True
16933,41.8123,-77.0716,Mansfield,PA,Tioga County,True
16935,41.8664,-77.3128,Middlebury Center,PA,Tioga County,True
16936,41.9625,-76.9748,Millerton,PA,Tioga County,True
16937,41.9656,-77.7111,Mills,PA,Potter County,True
16938,41.5475,-77.292,Morris,PA,Tioga County,True
16939,41.6775,-77.0152,Morris Run,PA,Tioga County,True
16940,41.9787,-77.2419,Nelson,PA,Tioga County,True
16941,41.9883,-77.758,Genesee,PA,Potter County,True
16942,41.9848,-77.354,Osceola,PA,Tioga County,True
16943,41.8408,-77.6155,Sabinsville,PA,Tioga County,True
16945,41.8051,-76.8569,Sylvania,PA,Bradford County,True
16946,41.9125,-77.1393,Tioga,PA,Tioga County,True
16947,41.7781,-76.7711,Troy,PA,Bradford County,True
16948,41.8459,-77.7126,Ulysses,PA,Potter County,True
16950,41.9193,-77.523,Westfield,PA,Tioga County,True
17001,40.216,-76.925,Camp Hill,PA,Cumberland County,True
17002,40.5075,-77.8392,Allensville,PA,Mifflin County,True
17003,40.3456,-76.5447,Annville,PA,Lebanon County,True
17004,40.6016,-77.7358,Belleville,PA,Mifflin County,True
17005,40.601,-76.8117,Berrysburg,PA,Dauphin County,True
17006,40.3293,-77.5117,Blain,PA,Perry County,True
17007,40.1449,-77.1195,Boiling Springs,PA,Cumberland County,True
17008,40.23,-77.02,Bowmansdale,PA,Cumberland County,False
17009,40.6361,-77.5625,Burnham,PA,Mifflin County,True
17010,40.2776,-76.5852,Campbelltown,PA,Lebanon County,True
17011,40.2352,-76.9291,Camp Hill,PA,Cumberland County,True
17012,40.2398,-76.92,Camp Hill,PA,Cumberland County,False
17013,40.2417,-77.1983,Carlisle,PA,Cumberland County,True
17014,40.6479,-77.2125,Cocolamus,PA,Juniata County,True
17015,40.1772,-77.2312,Carlisle,PA,Cumberland County,True
17016,40.2755,-76.4053,Cornwall,PA,Lebanon County,True
17017,40.6483,-76.8797,Dalmatia,PA,Northumberland County,True
17018,40.3846,-76.9283,Dauphin,PA,Dauphin County,True
17019,40.0964,-77.0339,Dillsburg,PA,York County,True
17020,40.4087,-77.0473,Duncannon,PA,Perry County,True
17021,40.3542,-77.6528,East Waterford,PA,Juniata County,True
17022,40.1553,-76.6025,Elizabethtown,PA,Lancaster County,True
17023,40.555,-76.8355,Elizabethville,PA,Dauphin County,True
17024,40.4096,-77.3121,Elliottsburg,PA,Perry County,True
17025,40.2922,-76.9432,Enola,PA,Cumberland County,True
17026,40.4524,-76.4267,Fredericksburg,PA,Lebanon County,True
17027,40.158,-76.9964,Grantham,PA,Cumberland County,True
17028,40.3606,-76.6713,Grantville,PA,Dauphin County,True
17029,40.5537,-77.6255,Granville,PA,Mifflin County,True
17030,40.6082,-76.7375,Gratz,PA,Dauphin County,True
17032,40.476,-76.894,Halifax,PA,Dauphin County,True
17033,40.2638,-76.6545,Hershey,PA,Dauphin County,True
17034,40.2083,-76.7853,Highspire,PA,Dauphin County,True
17035,40.4309,-77.5761,Honey Grove,PA,Juniata County,True
17036,40.2782,-76.7094,Hummelstown,PA,Dauphin County,True
17037,40.4363,-77.397,Ickesburg,PA,Perry County,True
17038,40.4361,-76.5038,Jonestown,PA,Lebanon County,True
17039,40.3005,-76.2584,Kleinfeltersville,PA,Lebanon County,True
17040,40.3326,-77.3191,Landisburg,PA,Perry County,True
17041,40.2236,-76.538,Lawn,PA,Lebanon County,True
17042,40.3316,-76.3976,Lebanon,PA,Lebanon County,True
17043,40.2469,-76.9001,Lemoyne,PA,Cumberland County,True
17044,40.5994,-77.5756,Lewistown,PA,Mifflin County,True
17045,40.5753,-77.0083,Liverpool,PA,Perry County,True
17046,40.3812,-76.4368,Lebanon,PA,Lebanon County,True
17047,40.3658,-77.4138,Loysville,PA,Perry County,True
17048,40.5909,-76.7074,Lykens,PA,Dauphin County,True
17049,40.6509,-77.2758,Mc Alisterville,PA,Juniata County,True
17050,40.2122,-77.0265,Mechanicsburg,PA,Cumberland County,True
17051,40.4737,-77.7534,Mc Veytown,PA,Mifflin County,True
17052,40.3834,-77.9778,Mapleton Depot,PA,Huntingdon County,True
17053,40.3351,-76.9722,Marysville,PA,Perry County,True
17054,40.496,-77.7237,Mattawana,PA,Mifflin County,True
17055,40.179,-77.0036,Mechanicsburg,PA,Cumberland County,True
17056,40.5373,-77.3543,Mexico,PA,Juniata County,True
17057,40.2041,-76.7331,Middletown,PA,Dauphin County,True
17058,40.5695,-77.4028,Mifflin,PA,Juniata County,True
17059,40.5727,-77.3761,Mifflintown,PA,Juniata County,True
17060,40.4679,-77.8967,Mill Creek,PA,Huntingdon County,True
17061,40.5587,-76.9305,Millersburg,PA,Dauphin County,True
17062,40.5505,-77.1298,Millerstown,PA,Perry County,True
17063,40.7203,-77.5567,Milroy,PA,Mifflin County,True
17064,40.2476,-76.4711,Mount Gretna,PA,Lebanon County,True
17065,40.1115,-77.1902,Mount Holly Springs,PA,Cumberland County,True
17066,40.3901,-77.8637,Mount Union,PA,Huntingdon County,True
17067,40.3789,-76.3143,Myerstown,PA,Lebanon County,True
17068,40.4193,-77.1938,New Bloomfield,PA,Perry County,True
17069,40.4543,-76.9697,New Buffalo,PA,Perry County,True
17070,40.2151,-76.8689,New Cumberland,PA,Cumberland County,True
17071,40.309,-77.5697,New Germantown,PA,Perry County,True
17072,40.2306,-77.0794,New Kingstown,PA,Cumberland County,True
17073,40.3495,-76.2133,Newmanstown,PA,Lebanon County,True
17074,40.4827,-77.1659,Newport,PA,Perry County,True
17075,40.3931,-77.8316,Newton Hamilton,PA,Mifflin County,True
17076,40.6147,-77.3192,Oakland Mills,PA,Juniata County,True
17077,40.4029,-76.5347,Ono,PA,Lebanon County,True
17078,40.3011,-76.5886,Palmyra,PA,Lebanon County,True
17080,40.6392,-76.8029,Pillow,PA,Dauphin County,True
17081,40.203,-77.2848,Plainfield,PA,Cumberland County,True
17082,40.5107,-77.431,Port Royal,PA,Juniata County,True
17083,40.2796,-76.4397,Quentin,PA,Lebanon County,True
17084,40.6722,-77.6116,Reedsville,PA,Mifflin County,True
17085,40.2771,-76.3857,Rexmont,PA,Lebanon County,True
17086,40.6884,-77.1223,Richfield,PA,Juniata County,True
17087,40.3806,-76.2654,Richland,PA,Lebanon County,True
17088,40.2984,-76.2944,Schaefferstown,PA,Lebanon County,True
17089,40.2697,-76.936,Camp Hill,PA,Cumberland County,True
17090,40.3299,-77.1809,Shermans Dale,PA,Perry County,True
17091,40.23,-76.92,Lebanon,PA,Lebanon County,False
17093,40.3078,-76.9312,Summerdale,PA,Cumberland County,True
17094,40.5908,-77.2076,Thompsontown,PA,Juniata County,True
17097,40.5734,-76.6914,Wiconisco,PA,Dauphin County,True
17098,40.5808,-76.6223,Williamstown,PA,Dauphin County,True
17099,40.6431,-77.5805,Yeagertown,PA,Mifflin County,True
17101,40.2618,-76.8831,Harrisburg,PA,Dauphin County,True
17102,40.2728,-76.891,Harrisburg,PA,Dauphin County,True
17103,40.2724,-76.861,Harrisburg,PA,Dauphin County,True
17104,40.2597,-76.8594,Harrisburg,PA,Dauphin County,True
17105,40.2785,-76.8752,Harrisburg,PA,Dauphin County,True
17106,40.2927,-76.8501,Harrisburg,PA,Dauphin County,True
17107,40.297,-76.8764,Harrisburg,PA,Dauphin County,True
17108,40.3086,-76.8017,Harrisburg,PA,Dauphin County,True
17109,40.291,-76.8203,Harrisburg,PA,Dauphin County,True
17110,40.303,-76.8862,Harrisburg,PA,Dauphin County,True
17111,40.2721,-76.8017,Harrisburg,PA,Dauphin County,True
17112,40.3352,-76.7914,Harrisburg,PA,Dauphin County,True
17113,40.239,-76.8416,Harrisburg,PA,Dauphin County,True
17120,40.2657,-76.8827,Harrisburg,PA,Dauphin County,True
17121,40.2944,-76.8938,Harrisburg,PA,Dauphin County,True
17122,40.2498,-76.8712,Harrisburg,PA,Dauphin County,True
17123,40.2675,-76.8837,Harrisburg,PA,Dauphin County,True
17124,40.2675,-76.886,Harrisburg,PA,Dauphin County,True
17125,40.2662,-76.8829,Harrisburg,PA,Dauphin County,True
17126,40.2618,-76.88,Harrisburg,PA,Dauphin County,True
17127,40.2615,-76.8809,Harrisburg,PA,Dauphin County,True
17128,40.2737,-76.8844,Harrisburg,PA,Dauphin County,True
17129,40.2615,-76.8809,Harrisburg,PA,Dauphin County,True
17130,40.2702,-76.8829,Harrisburg,PA,Dauphin County,True
17140,40.3086,-76.8464,Harrisburg,PA,Dauphin County,True
17177,40.299,-76.8472,Harrisburg,PA,Dauphin County,True
17201,39.9313,-77.6579,Chambersburg,PA,Franklin County,True
17202,39.9072,-77.636,Chambersburg,PA,Franklin County,True
17210,40.1704,-77.6772,Amberson,PA,Franklin County,True
17211,39.7575,-78.4031,Artemas,PA,Bedford County,True
17212,39.8127,-78.0645,Big Cove Tannery,PA,Fulton County,True
17213,40.2548,-77.7695,Blairs Mills,PA,Huntingdon County,True
17214,39.7399,-77.4707,Blue Ridge Summit,PA,Franklin County,True
17215,40.0753,-77.9017,Burnt Cabins,PA,Fulton County,True
17217,40.2252,-77.725,Concord,PA,Franklin County,True
17219,40.2184,-77.6797,Doylesburg,PA,Franklin County,True
17220,40.1781,-77.7353,Dry Run,PA,Franklin County,True
17221,40.0717,-77.821,Fannettsburg,PA,Franklin County,True
17222,39.9065,-77.531,Fayetteville,PA,Franklin County,True
17223,40.078,-77.9532,Fort Littleton,PA,Fulton County,True
17224,39.9547,-77.8984,Fort Loudon,PA,Franklin County,True
17225,39.7818,-77.747,Greencastle,PA,Franklin County,True
17228,39.9761,-78.0841,Harrisonville,PA,Fulton County,True
17229,40.0441,-78.0148,Hustontown,PA,Fulton County,True
17231,39.8594,-77.8579,Lemasters,PA,Franklin County,True
17232,40.1055,-77.6405,Lurgan,PA,Franklin County,True
17233,39.9507,-77.9895,Mc Connellsburg,PA,Fulton County,True
17235,39.8587,-77.6981,Marion,PA,Franklin County,True
